Username,Handle,Timestamp,Comments,Responding,Text,Reply,Retweet,Likes
daya,@within_daya_ind,2020-05-29T16:56:00.000Z,"To have the basic right to live, some human rights must be denied. #Huntthehunters. #indianwildlife #rhino #poaching #huntpoachers #indianforest","Quote Tweet
Susanta Nanda
@susantananda3
·
May 28, 2020
The video of a toddler trying to wake up his dead mother at Muzaffarpur Railway station shocked the nation yesterday.

Here the Rhino calf trying to suckle the mother & wake her  mom,poached for horn was equally disturbing.

In both the cases, we humans have failed the humanity
Show this thread","To have the basic right to live, some human rights must be denied. #Huntthehunters. #indianwildlife #rhino #poaching #huntpoachers #indianforestQuote Tweet
Susanta Nanda
@susantananda3
·
May 28, 2020
The video of a toddler trying to wake up his dead mother at Muzaffarpur Railway station shocked the nation yesterday.

Here the Rhino calf trying to suckle the mother & wake her  mom,poached for horn was equally disturbing.

In both the cases, we humans have failed the humanity
Show this thread",,,
DEEPAK,@DEEPAKSHAHI3,2020-05-28T16:42:22.000Z,"Yeah we can blame the politicians but we are no different from them, its all about the opportunity whenever we get that we become ruthless, insensitive, selfish and ignorant. #Rhino #Poaching #SaveWildlife #Humanity","Quote Tweet
Susanta Nanda
@susantananda3
·
May 28, 2020
The video of a toddler trying to wake up his dead mother at Muzaffarpur Railway station shocked the nation yesterday.

Here the Rhino calf trying to suckle the mother & wake her  mom,poached for horn was equally disturbing.

In both the cases, we humans have failed the humanity
Show this thread","Yeah we can blame the politicians but we are no different from them, its all about the opportunity whenever we get that we become ruthless, insensitive, selfish and ignorant. #Rhino #Poaching #SaveWildlife #HumanityQuote Tweet
Susanta Nanda
@susantananda3
·
May 28, 2020
The video of a toddler trying to wake up his dead mother at Muzaffarpur Railway station shocked the nation yesterday.

Here the Rhino calf trying to suckle the mother & wake her  mom,poached for horn was equally disturbing.

In both the cases, we humans have failed the humanity
Show this thread",,,1
Endangered Rhino Conservation,@RhinoEndangered,2020-05-17T09:01:03.000Z,"80% of Africa's private reserves have had rhino  #poaching. Armed poachers who will go to any length to take #rhino horn, which due to the illegal black market has become the most valuable commodity in the world.  Click on the link in the bio to help stop this atrocity.",,"80% of Africa's private reserves have had rhino  #poaching. Armed poachers who will go to any length to take #rhino horn, which due to the illegal black market has become the most valuable commodity in the world.  Click on the link in the bio to help stop this atrocity.",,,
sharhino,@rhinormous,2020-05-16T02:11:46.000Z,US fund that supports #Sumatran #rhino #research faces deep cuts under Trump #sumatranrhino #indonesia #criticallyendangered #endangeredspecies #rhinohorniskeratin #poaching #animals #wildlife #noplanetb #endangeredspeciesday #2020Election #VoteThemOut #US https://news.mongabay.com/2020/05/u-s-fund-that-supports-sumatran-rhino-research-faces-deep-cuts-under-trump/…,1,US fund that supports #Sumatran #rhino #research faces deep cuts under Trump #sumatranrhino #indonesia #criticallyendangered #endangeredspecies #rhinohorniskeratin #poaching #animals #wildlife #noplanetb #endangeredspeciesday #2020Election #VoteThemOut #US https://news.mongabay.com/2020/05/u-s-fund-that-supports-sumatran-rhino-research-faces-deep-cuts-under-trump/…1,,1.0,
Helen Morrisey,@HelenMorrisey,2020-05-15T22:01:10.000Z,"Whilst in some places we see wildlife flourish as a result of #Covid lockdown, 
@johnirvineitv
’s recent report highlights the upsetting reality re rise in #poaching due to closure of reserves in #SouthAfrica. 9 #rhino killed as a result so far   ","itv.com
Poachers take advantage as South African game reserves go quiet during pandemic | ITV News
Nine rhinos have been victim of poachers, since game reserves were closed to tourists. | ITV National News","Whilst in some places we see wildlife flourish as a result of #Covid lockdown, 
@johnirvineitv
’s recent report highlights the upsetting reality re rise in #poaching due to closure of reserves in #SouthAfrica. 9 #rhino killed as a result so far   itv.com
Poachers take advantage as South African game reserves go quiet during pandemic | ITV News
Nine rhinos have been victim of poachers, since game reserves were closed to tourists. | ITV National News",,,1
TᕼE ᗷᖇOᗯᑎ ᒪᗩᑎTEᖇᑎ: ᵀʰʳᵒʷ ᵀʳᵘᵐᵖ ⁱⁿ ᴾʳⁱˢᵒⁿ,@CovfefeDistant,2020-05-15T21:02:21.000Z,"Not just man's best friend! Dogs trained to protect wildlife have saved 45 rhinos from poachers in South Africa! #poaching
#wildlife
#rhino #SouthAfrican #conserve https://dailymail.co.uk/news/article-8322921/Dogs-trained-protect-wildlife-saved-45-rhinos-poachers-South-Africa.html?ito=amp_twitter_share-top… via 
@MailOnline","dailymail.co.uk
Dogs protecting wildlife saved 45 rhinos from poachers in South Africa
A group of dogs have been trained to stop poaching by the Southern African Wildlife College in Greater Kruger National Park, South Africa. They train from birth before working at 18 months old.","Not just man's best friend! Dogs trained to protect wildlife have saved 45 rhinos from poachers in South Africa! #poaching
#wildlife
#rhino #SouthAfrican #conserve https://dailymail.co.uk/news/article-8322921/Dogs-trained-protect-wildlife-saved-45-rhinos-poachers-South-Africa.html?ito=amp_twitter_share-top… via 
@MailOnlinedailymail.co.uk
Dogs protecting wildlife saved 45 rhinos from poachers in South Africa
A group of dogs have been trained to stop poaching by the Southern African Wildlife College in Greater Kruger National Park, South Africa. They train from birth before working at 18 months old.",,,
Bloggerme,@Donza44,2020-05-14T23:50:28.000Z,Wondering about the impact of the pandemic on #poaching & our #rhino Anything that increases hardship makes ppl more open to bribery by #wildlife thieves. If you think that a #Horn can empower you ...,"youtube.com
TILL YOU'RE FREE AGAIN Don Clarke and The Drakondale Girls Choir
I have long been burdened by the plight of the Rhino, and have had it in mind to write a song about it for years. But for one reason or another I never did....","Wondering about the impact of the pandemic on #poaching & our #rhino Anything that increases hardship makes ppl more open to bribery by #wildlife thieves. If you think that a #Horn can empower you ...youtube.com
TILL YOU'RE FREE AGAIN Don Clarke and The Drakondale Girls Choir
I have long been burdened by the plight of the Rhino, and have had it in mind to write a song about it for years. But for one reason or another I never did....",,,
Saket Samrat,@SaketSamrat27,2020-05-14T07:28:47.000Z,"Replying to 
@ParveenKaswan","Heartbreaking 2 see we still haven't overcome of all these #poaching businesses.And adding to this pain is organisations like 
@WWFINDIA
 who are raising crores from mass population claiming there revolutionary work & result in #rhino conservation.","Replying to 
@ParveenKaswanHeartbreaking 2 see we still haven't overcome of all these #poaching businesses.And adding to this pain is organisations like 
@WWFINDIA
 who are raising crores from mass population claiming there revolutionary work & result in #rhino conservation.",,,
Irene,@irene89383961,2020-05-14T06:47:29.000Z,"Replying to 
@phil500",Fabulous! STOP #poaching #rhino ,"Replying to 
@phil500Fabulous! STOP #poaching #rhino ",,,
Digital Journal,@digitaljournal,2020-05-13T01:07:59.000Z,#Rhino killed as #Poaching attempts increase amid #India virus lockdown,"digitaljournal.com
Rhino killed as poaching attempts increase amid India virus lockdown
- A rare one-horned rhino has been killed as poaching attempts increase in one of India's best-known national parks during the coronavirus lockdown, officials said Sunday.The lack of vehicles on the...","#Rhino killed as #Poaching attempts increase amid #India virus lockdowndigitaljournal.com
Rhino killed as poaching attempts increase amid India virus lockdown
- A rare one-horned rhino has been killed as poaching attempts increase in one of India's best-known national parks during the coronavirus lockdown, officials said Sunday.The lack of vehicles on the...",,,
ArtiKen,@ArtiKen,2020-05-05T21:36:02.000Z,"DYK that Black Rhino  population is down 97% since 1960?

DYK that 10% of net profits from our wildlife collection go to 
@AWF_Official
 to help prevent poaching + much more?

Don’t Touch My Horn | Now Available

http://artiken.com

#rhino #artiken #wildlife #poaching #kenya",,"DYK that Black Rhino  population is down 97% since 1960?

DYK that 10% of net profits from our wildlife collection go to 
@AWF_Official
 to help prevent poaching + much more?

Don’t Touch My Horn | Now Available

http://artiken.com

#rhino #artiken #wildlife #poaching #kenya",,,1
Dr Emma Louise Nicholls,@Dr_EmmaNicholls,2020-05-05T13:22:45.000Z,"Poaching is an obvious issue, but invasive weeds are destroying natural habitat. It’s a much harder battle to win (paraphrased) ~ Dr Bibhab Talukdar

#CincoDeRhino #PartyLikeARhino 
@RhinosIRF
 https://intlrhinofoundation.wordpress.com/2020/04/28/cinco-de-rhino-takes-the-party-online/… #rhino #poaching","1
1","Poaching is an obvious issue, but invasive weeds are destroying natural habitat. It’s a much harder battle to win (paraphrased) ~ Dr Bibhab Talukdar

#CincoDeRhino #PartyLikeARhino 
@RhinosIRF
 https://intlrhinofoundation.wordpress.com/2020/04/28/cinco-de-rhino-takes-the-party-online/… #rhino #poaching1
1",1.0,,1
Aymee,@SatOnMeeting,2020-05-05T12:44:04.000Z,"As Africa's wildlife reserves have emptied of tourists and reduced patrols, conservationists say expedient poachers have maimed and killed rhinos and other endangered creatures. https://huffpost.com/entry/poaching-coronavirus-pandemic-rhinos-africa_n_5eb0e471c5b62b850f90fedd?ncid=engmodushpmg00000004… 
#COVID19Quarantine #WildlifeConservation #Crime #Rhino #Poaching #Awareness","huffpost.com
Rhinos Are Also Coronavirus Victims
As Africa's wildlife reserves have emptied of tourists and curtailed patrols, opportunistic poachers are storming parks and other protected areas.","As Africa's wildlife reserves have emptied of tourists and reduced patrols, conservationists say expedient poachers have maimed and killed rhinos and other endangered creatures. https://huffpost.com/entry/poaching-coronavirus-pandemic-rhinos-africa_n_5eb0e471c5b62b850f90fedd?ncid=engmodushpmg00000004… 
#COVID19Quarantine #WildlifeConservation #Crime #Rhino #Poaching #Awarenesshuffpost.com
Rhinos Are Also Coronavirus Victims
As Africa's wildlife reserves have emptied of tourists and curtailed patrols, opportunistic poachers are storming parks and other protected areas.",,,
Smart Parks,@SmartParksOrg,2020-05-04T10:15:53.000Z,Botswana is evacuating the small number of #rhino survivors from the area. This is critical as #poaching is on the rise. We hope we can be in #Botswana soon to help parks dealing with this massive challenge! https://api.nationalgeographic.com/distribution/public/amp/animals/2020/05/botswana-evacuates-black-rhinos-amid-poaching-and-coronavirus?__twitter_impression=true…,2,Botswana is evacuating the small number of #rhino survivors from the area. This is critical as #poaching is on the rise. We hope we can be in #Botswana soon to help parks dealing with this massive challenge! https://api.nationalgeographic.com/distribution/public/amp/animals/2020/05/botswana-evacuates-black-rhinos-amid-poaching-and-coronavirus?__twitter_impression=true…2,,,2
Dayle,@DAYLEE,2020-05-03T19:22:22.000Z,#wildlife #extinction #rhino #poachers #poaching #pandemic abuse of our #environment,"Quote Tweet
Animals1st
@Animals1st
·
May 3, 2020
Stop destroying the environment or face deadlier pandemics, scientists warn 

https://nypost.com/2020/05/02/stop-destroying-the-environment-or-face-deadlier-pandemics-scientists-warn/?utm_source=twitter_sitebuttons&utm_medium=site%20buttons&utm_campaign=site%20buttons…","#wildlife #extinction #rhino #poachers #poaching #pandemic abuse of our #environmentQuote Tweet
Animals1st
@Animals1st
·
May 3, 2020
Stop destroying the environment or face deadlier pandemics, scientists warn 

https://nypost.com/2020/05/02/stop-destroying-the-environment-or-face-deadlier-pandemics-scientists-warn/?utm_source=twitter_sitebuttons&utm_medium=site%20buttons&utm_campaign=site%20buttons…",,,
"Dennis, TheBushFundi",@TheBushFundi,2020-05-01T12:39:39.000Z,Well done to all involved in apprehending the #poacher. There is more plant #poaching going on in the Western Cape than people realize while the public focus remains on #rhino poaching,"Quote Tweet
Rupert Koopman
@RK_ct
·
May 1, 2020
Replying to @SucculentSundae and @LithopsStories
Hope there's a strong anti-poaching message alongside? We're having major issues. https://timeslive.co.za/news/south-africa/2020-04-01-american-fined-r500000-banned-from-sa-for-stealing-protected-plants…","Well done to all involved in apprehending the #poacher. There is more plant #poaching going on in the Western Cape than people realize while the public focus remains on #rhino poachingQuote Tweet
Rupert Koopman
@RK_ct
·
May 1, 2020
Replying to @SucculentSundae and @LithopsStories
Hope there's a strong anti-poaching message alongside? We're having major issues. https://timeslive.co.za/news/south-africa/2020-04-01-american-fined-r500000-banned-from-sa-for-stealing-protected-plants…",,,
The PH Journals,@ThePHJournals,2020-04-30T16:33:33.000Z,"Clever but harmful. Note sure of the origin or what nationality this is and wether it is housed for poaching or not. ivan.carter seen anything like this out in the field? 
.
.
.
.
.

#poaching #rhino #wildlife… https://instagram.com/p/B_nA30TFzur/?igshid=15t5yfp31q3vo…",,"Clever but harmful. Note sure of the origin or what nationality this is and wether it is housed for poaching or not. ivan.carter seen anything like this out in the field? 
.
.
.
.
.

#poaching #rhino #wildlife… https://instagram.com/p/B_nA30TFzur/?igshid=15t5yfp31q3vo…",,,
Sharon Mathala,@SharonMathala,2020-04-27T14:14:41.000Z,No new reported cases of rhino poaching in Botswana. #rhino #consevation #poaching,,No new reported cases of rhino poaching in Botswana. #rhino #consevation #poaching,,3.0,12
I like cats³³°¹,@sxcsoho,2020-04-27T11:16:43.000Z,#rhino #horn #poaching #scams,"Quote Tweet
I like cats³³°¹
@sxcsoho
·
Apr 26, 2020
Replying to @EIA_News @amazon and 2 others
Rhino horn sellers!
One from UK, with live chat! https://tradekey.com/index.html?action=product_search&search_in&start_date=0&business&track&kw_cats&search_category&country&ar_country&categories&member&keyword=Rhino+horn…
Maybe these are just scams to get people's money?? https://tradekey.com/product-free/Rhino-039-s-Horn-3928529.html…","#rhino #horn #poaching #scamsQuote Tweet
I like cats³³°¹
@sxcsoho
·
Apr 26, 2020
Replying to @EIA_News @amazon and 2 others
Rhino horn sellers!
One from UK, with live chat! https://tradekey.com/index.html?action=product_search&search_in&start_date=0&business&track&kw_cats&search_category&country&ar_country&categories&member&keyword=Rhino+horn…
Maybe these are just scams to get people's money?? https://tradekey.com/product-free/Rhino-039-s-Horn-3928529.html…",,,
